quality_label,alcohol,volatile acidity,citric acid,alcohol_bin,volatile acidity_bin,citric acid_bin
好酒,10.5,0.58,0.01,Q3,Q3,Q1
中等,10.4,0.83,0.0,Q3,Q4,Q1
中等,12.6,0.31,0.32,Q4,Q1,Q3
中等,11.6,0.795,0.0,Q4,Q4,Q1
中等,10.1,0.34,0.21,Q2,Q1,Q2
好酒,10.5,0.58,0.01,Q3,Q3,Q1
好酒,11.5,0.59,0.0,Q4,Q3,Q1
好酒,11.0,0.55,0.01,Q3,Q3,Q1
中等,9.6,0.82,0.0,Q2,Q4,Q1
中等,10.4,0.57,0.08,Q3,Q3,Q1
中等,9.7,0.745,0.18,Q2,Q4,Q2
好酒,10.6,0.37,0.34,Q3,Q1,Q3
好酒,12.5,0.31,0.34,Q4,Q1,Q3
中等,9.2,0.91,0.1,Q1,Q4,Q2
好酒,12.6,0.41,0.41,Q4,Q2,Q3
中等,11.1,0.5,0.21,Q3,Q2,Q2
中等,10.2,0.965,0.0,Q2,Q4,Q1
中等,9.8,0.49,0.19,Q2,Q2,Q2
中等,11.1,0.5,0.21,Q3,Q2,Q2
好酒,10.9,0.39,0.41,Q3,Q1,Q3
中等,12.2,0.39,0.33,Q4,Q1,Q3
中等,11.4,0.44,0.0,Q4,Q2,Q1
中等,10.7,0.78,0.0,Q3,Q4,Q1
中等,10.4,0.43,0.17,Q3,Q2,Q2
中等,10.9,0.49,0.36,Q3,Q2,Q3
中等,10.8,0.5,0.36,Q3,Q2,Q3
中等,10.4,0.43,0.17,Q3,Q2,Q2
中等,9.2,0.46,0.59,Q1,Q2,Q4
中等,12.9,0.605,0.05,Q4,Q3,Q1
好酒,12.7,0.33,0.42,Q4,Q1,Q3
中等,9.1,0.64,0.27,Q1,Q3,Q3
中等,9.1,0.64,0.27,Q1,Q3,Q3
好酒,12.1,0.48,0.53,Q4,Q2,Q4
中等,9.1,0.42,0.25,Q1,Q2,Q2
好酒,11.6,0.53,0.57,Q4,Q3,Q4
好酒,12.1,0.48,0.53,Q4,Q2,Q4
中等,9.9,0.23,0.57,Q2,Q1,Q4
好酒,12.5,0.4,0.5,Q4,Q2,Q4
中等,11.4,0.38,0.44,Q4,Q1,Q4
中等,11.8,0.29,0.65,Q4,Q1,Q4
中等,11.8,0.74,0.09,Q4,Q4,Q1
中等,10.2,0.61,0.18,Q2,Q3,Q2
好酒,12.5,0.52,0.08,Q4,Q2,Q1
好酒,10.9,0.31,0.53,Q3,Q1,Q4
好酒,10.9,0.31,0.53,Q3,Q1,Q4
中等,10.8,0.62,0.35,Q3,Q3,Q3
好酒,11.1,0.33,0.45,Q3,Q1,Q4
中等,9.2,0.77,0.2,Q1,Q4,Q2
中等,9.5,0.35,0.26,Q1,Q1,Q2
中等,10.7,0.62,0.33,Q3,Q3,Q3
中等,9.2,0.77,0.2,Q1,Q4,Q2
好酒,10.2,0.25,0.34,Q2,Q1,Q3
中等,11.4,0.32,0.56,Q4,Q1,Q4
中等,11.0,0.37,0.65,Q3,Q1,Q4
中等,11.0,0.37,0.65,Q3,Q1,Q4
好酒,12.3,0.3,0.68,Q4,Q1,Q4
中等,11.8,0.27,0.56,Q4,Q1,Q4
好酒,12.3,0.3,0.68,Q4,Q1,Q4
中等,9.5,0.38,0.3,Q1,Q1,Q3
中等,12.0,0.42,0.45,Q4,Q2,Q4
中等,9.5,0.38,0.3,Q1,Q1,Q3
中等,9.6,0.48,0.08,Q2,Q2,Q1
好酒,11.6,0.34,0.4,Q4,Q1,Q3
中等,11.2,0.19,0.42,Q4,Q1,Q3
好酒,9.9,0.41,0.54,Q2,Q2,Q4
好酒,9.9,0.41,0.54,Q2,Q2,Q4
好酒,11.8,0.26,0.54,Q4,Q1,Q4
中等,11.4,0.34,0.42,Q4,Q1,Q3
中等,11.5,0.54,0.09,Q4,Q3,Q1
好酒,12.0,0.31,0.36,Q4,Q1,Q3
中等,10.8,0.725,0.09,Q3,Q4,Q1
中等,10.5,0.4,0.47,Q3,Q2,Q4
中等,10.8,0.725,0.09,Q3,Q4,Q1
中等,9.4,0.52,0.38,Q1,Q2,Q3
好酒,12.5,0.31,0.45,Q4,Q1,Q4
中等,9.4,0.52,0.38,Q1,Q2,Q3
中等,12.4,0.34,0.42,Q4,Q1,Q3
中等,12.0,0.49,0.27,Q4,Q2,Q3
中等,11.2,0.48,0.09,Q4,Q2,Q1
中等,12.0,0.49,0.27,Q4,Q2,Q3
中等,12.4,0.48,0.34,Q4,Q2,Q3
中等,12.8,0.57,0.28,Q4,Q3,Q3
中等,12.3,0.23,0.42,Q4,Q1,Q3
好酒,11.7,0.3,0.41,Q4,Q1,Q3
中等,9.5,0.78,0.1,Q1,Q4,Q2
中等,10.8,0.47,0.43,Q3,Q2,Q4
中等,10.0,0.53,0.0,Q2,Q3,Q1
好酒,12.3,0.42,0.27,Q4,Q2,Q3
中等,11.0,0.33,0.41,Q3,Q1,Q3
中等,9.5,0.24,0.39,Q1,Q1,Q3
中等,13.6,0.4,0.5,Q4,Q2,Q4
中等,11.3,0.69,0.07,Q4,Q4,Q1
中等,11.3,0.69,0.07,Q4,Q4,Q1
中等,11.3,0.69,0.07,Q4,Q4,Q1
中等,13.3,0.39,0.12,Q4,Q1,Q2
中等,12.9,0.66,0.0,Q4,Q4,Q1
好酒,13.1,0.54,0.34,Q4,Q3,Q3
中等,12.3,0.5,0.0,Q4,Q2,Q1
中等,12.3,0.47,0.0,Q4,Q2,Q1
中等,11.2,0.4,0.37,Q4,Q2,Q3
差酒,11.5,0.58,0.0,Q4,Q3,Q1
好酒,11.3,0.24,0.35,Q4,Q1,Q3
中等,13.5,0.29,0.26,Q4,Q1,Q2
中等,11.5,0.76,0.0,Q4,Q4,Q1
中等,10.0,0.43,0.33,Q2,Q2,Q3
中等,10.5,0.43,0.35,Q3,Q2,Q3
中等,10.4,0.6,0.0,Q3,Q3,Q1
中等,9.5,0.19,0.21,Q1,Q1,Q2
好酒,13.6,0.36,0.34,Q4,Q1,Q3
好酒,11.2,0.48,0.07,Q4,Q2,Q1
好酒,11.8,0.28,0.35,Q4,Q1,Q3
中等,11.9,0.25,0.43,Q4,Q1,Q4
中等,11.4,0.52,0.45,Q4,Q2,Q4
中等,11.4,0.52,0.45,Q4,Q2,Q4
中等,9.1,0.41,0.15,Q1,Q2,Q2
中等,9.5,0.51,0.24,Q1,Q2,Q2
中等,9.5,0.4,0.3,Q1,Q2,Q3
中等,11.0,0.38,0.32,Q3,Q1,Q3
中等,11.4,0.45,0.11,Q4,Q2,Q2
中等,10.0,0.22,0.3,Q2,Q1,Q3
中等,10.1,0.32,0.23,Q2,Q1,Q2
中等,10.4,0.2,0.43,Q3,Q1,Q4
中等,9.8,0.5,0.12,Q2,Q2,Q2
好酒,11.8,0.41,0.45,Q4,Q2,Q4
中等,11.6,0.39,0.42,Q4,Q1,Q3
中等,12.0,0.35,0.47,Q4,Q1,Q4
好酒,12.8,0.33,0.32,Q4,Q1,Q3
中等,12.5,0.58,0.23,Q4,Q3,Q2
中等,9.8,0.6,0.25,Q2,Q3,Q2
中等,11.1,0.42,0.35,Q3,Q2,Q3
中等,11.4,0.58,0.0,Q4,Q3,Q1
中等,9.8,0.6,0.25,Q2,Q3,Q2
好酒,11.8,0.18,0.51,Q4,Q1,Q4
好酒,12.9,0.51,0.18,Q4,Q2,Q2
中等,10.6,0.41,0.43,Q3,Q2,Q4
中等,10.8,0.41,0.43,Q3,Q2,Q4
好酒,11.1,0.36,0.57,Q3,Q1,Q4
中等,10.2,0.45,0.43,Q2,Q2,Q4
好酒,11.8,0.32,0.42,Q4,Q1,Q3
中等,10.0,0.785,0.24,Q2,Q4,Q2
中等,10.0,0.785,0.24,Q2,Q4,Q2
中等,9.4,0.44,0.5,Q1,Q2,Q4
中等,10.2,0.54,0.26,Q2,Q3,Q2
好酒,12.4,0.33,0.39,Q4,Q1,Q3
中等,12.0,0.34,0.27,Q4,Q1,Q3
中等,11.5,0.5,0.29,Q4,Q2,Q3
中等,10.5,0.36,0.34,Q3,Q1,Q3
中等,10.8,0.59,0.0,Q3,Q3,Q1
中等,12.3,0.42,0.46,Q4,Q2,Q4
中等,9.5,0.36,0.31,Q1,Q1,Q3
中等,9.5,0.36,0.31,Q1,Q1,Q3
中等,11.5,0.61,0.0,Q4,Q3,Q1
差酒,11.2,0.88,0.03,Q4,Q4,Q1
好酒,12.7,0.66,0.0,Q4,Q4,Q1
中等,11.4,0.915,0.0,Q4,Q4,Q1
中等,11.0,0.35,0.33,Q3,Q1,Q3
中等,11.0,0.35,0.33,Q3,Q1,Q3
中等,11.4,0.39,0.43,Q4,Q1,Q4
中等,10.5,0.4,0.4,Q3,Q2,Q3
中等,9.3,0.66,0.07,Q1,Q4,Q1
中等,10.9,0.64,0.23,Q3,Q3,Q2
中等,11.9,0.43,0.3,Q4,Q2,Q3
中等,12.2,0.8,0.03,Q4,Q4,Q1
中等,11.9,0.43,0.3,Q4,Q2,Q3
中等,10.9,0.64,0.23,Q3,Q3,Q2
差酒,9.6,0.955,0.05,Q2,Q4,Q1
中等,12.5,0.4,0.57,Q4,Q2,Q4
中等,10.8,0.885,0.0,Q3,Q4,Q1
好酒,12.4,0.25,0.37,Q4,Q1,Q3
中等,10.8,0.885,0.0,Q3,Q4,Q1
中等,9.5,0.745,0.12,Q1,Q4,Q2
中等,9.5,0.43,0.22,Q1,Q2,Q2
中等,9.5,0.58,0.23,Q1,Q3,Q2
中等,9.8,0.57,0.21,Q2,Q3,Q2
中等,10.9,0.26,0.26,Q3,Q1,Q2
中等,9.5,0.58,0.23,Q1,Q3,Q2
中等,9.8,0.57,0.21,Q2,Q3,Q2
好酒,11.2,0.34,0.36,Q4,Q1,Q3
好酒,11.7,0.42,0.39,Q4,Q2,Q3
中等,9.4,0.74,0.19,Q1,Q4,Q2
好酒,11.0,0.36,0.46,Q3,Q1,Q4
好酒,11.0,0.36,0.46,Q3,Q1,Q4
好酒,11.0,0.36,0.46,Q3,Q1,Q4
中等,10.0,0.72,0.55,Q2,Q4,Q4
好酒,11.0,0.36,0.46,Q3,Q1,Q4
好酒,11.2,0.39,0.43,Q4,Q1,Q4
中等,10.4,0.65,0.02,Q3,Q4,Q1
中等,9.3,0.44,0.15,Q1,Q2,Q2
中等,10.4,0.65,0.02,Q3,Q4,Q1
中等,10.5,0.38,0.42,Q3,Q1,Q3
中等,10.4,0.33,0.46,Q3,Q1,Q4
中等,11.3,0.27,0.46,Q4,Q1,Q4
中等,9.5,0.57,0.31,Q1,Q3,Q3
中等,12.0,0.34,0.37,Q4,Q1,Q3
中等,10.6,0.4,0.31,Q3,Q2,Q3
中等,10.9,0.39,0.4,Q3,Q1,Q3
中等,11.5,0.32,0.52,Q4,Q1,Q4
中等,11.5,0.32,0.52,Q4,Q1,Q4
中等,9.6,0.53,0.22,Q2,Q3,Q2
中等,12.0,0.36,0.47,Q4,Q1,Q4
中等,10.3,0.39,0.49,Q3,Q1,Q4
中等,9.4,0.46,0.23,Q1,Q2,Q2
中等,9.2,0.58,0.03,Q1,Q3,Q1
中等,9.6,0.58,0.25,Q2,Q3,Q2
好酒,13.6,0.42,0.0,Q4,Q2,Q1
中等,9.5,0.43,0.29,Q1,Q2,Q3
中等,11.8,0.18,0.34,Q4,Q1,Q3
中等,10.8,0.815,0.01,Q3,Q4,Q1
中等,9.5,0.43,0.29,Q1,Q2,Q3
差酒,9.3,0.23,0.37,Q1,Q1,Q3
中等,12.8,0.75,0.01,Q4,Q4,Q1
差酒,11.5,0.33,0.32,Q4,Q1,Q3
中等,9.4,0.55,0.0,Q1,Q3,Q1
中等,12.8,0.75,0.01,Q4,Q4,Q1
差酒,9.6,0.73,0.0,Q2,Q4,Q1
差酒,11.8,0.67,0.0,Q4,Q4,Q1
中等,9.3,0.61,0.2,Q1,Q3,Q2
中等,9.8,0.37,0.39,Q2,Q1,Q3
中等,12.2,0.4,0.41,Q4,Q2,Q3
中等,9.5,0.56,0.22,Q1,Q3,Q2
中等,10.3,0.29,0.25,Q3,Q1,Q2
中等,10.5,0.55,0.19,Q3,Q3,Q2
中等,10.0,0.74,0.07,Q2,Q4,Q1
中等,10.5,0.55,0.19,Q3,Q3,Q2
中等,11.1,0.41,0.33,Q3,Q2,Q3
中等,10.9,0.6,0.01,Q3,Q3,Q1
中等,10.9,0.6,0.01,Q3,Q3,Q1
中等,9.8,0.58,0.14,Q2,Q3,Q2
中等,9.8,0.72,0.0,Q2,Q4,Q1
中等,9.5,0.66,0.0,Q1,Q4,Q1
中等,10.9,0.7,0.06,Q3,Q4,Q1
中等,11.0,0.64,0.02,Q3,Q3,Q1
中等,9.2,0.59,0.22,Q1,Q3,Q2
中等,11.0,0.58,0.28,Q3,Q3,Q3
中等,11.3,0.64,0.0,Q4,Q3,Q1
中等,11.3,0.64,0.0,Q4,Q3,Q1
中等,9.3,0.635,0.68,Q1,Q3,Q4
差酒,11.2,1.02,0.0,Q4,Q4,Q1
中等,9.8,0.45,0.38,Q2,Q2,Q3
差酒,9.6,0.78,0.0,Q2,Q4,Q1
中等,11.8,0.37,0.32,Q4,Q1,Q3
中等,10.3,0.57,0.05,Q3,Q3,Q1
中等,10.3,0.57,0.05,Q3,Q3,Q1
中等,11.4,0.43,0.5,Q4,Q2,Q4
中等,9.5,0.41,0.31,Q1,Q2,Q3
好酒,14.0,0.49,0.03,Q4,Q2,Q1
中等,14.0,0.38,0.01,Q4,Q1,Q1
中等,11.7,0.44,0.2,Q4,Q2,Q2
中等,11.2,0.46,0.0,Q4,Q2,Q1
中等,9.3,0.58,0.2,Q1,Q3,Q2
中等,11.2,0.58,0.13,Q4,Q3,Q2
中等,9.5,0.715,0.22,Q1,Q4,Q2
差酒,12.0,0.4,0.4,Q4,Q2,Q3
中等,9.7,0.69,0.0,Q2,Q4,Q1
中等,9.5,0.715,0.22,Q1,Q4,Q2
好酒,11.5,0.3,0.39,Q4,Q1,Q3
中等,10.4,0.46,0.2,Q3,Q2,Q2
中等,10.4,0.46,0.2,Q3,Q2,Q2
中等,10.9,0.765,0.0,Q3,Q4,Q1
中等,10.2,0.63,0.28,Q2,Q3,Q3
中等,10.9,0.42,0.19,Q3,Q2,Q2
中等,10.5,0.37,0.5,Q3,Q1,Q4
中等,12.4,0.16,0.44,Q4,Q1,Q4
中等,13.0,0.6,0.08,Q4,Q3,Q1
中等,10.2,0.6,0.3,Q2,Q3,Q3
中等,10.2,0.6,0.3,Q2,Q3,Q3
中等,11.0,0.74,0.0,Q3,Q4,Q1
中等,10.9,0.635,0.1,Q3,Q3,Q2
中等,12.4,0.395,0.13,Q4,Q2,Q2
差酒,9.7,0.755,0.0,Q2,Q4,Q1
中等,10.9,0.635,0.1,Q3,Q3,Q2
中等,9.5,0.63,0.0,Q1,Q3,Q1
中等,9.5,0.63,0.0,Q1,Q3,Q1
中等,12.1,0.53,0.14,Q4,Q3,Q2
中等,12.2,0.6,0.0,Q4,Q3,Q1
差酒,10.9,1.58,0.0,Q3,Q4,Q1
中等,12.5,0.645,0.0,Q4,Q4,Q1
中等,11.7,0.86,0.07,Q4,Q4,Q1
中等,11.2,0.37,0.32,Q4,Q1,Q3
中等,11.2,0.28,0.44,Q4,Q1,Q4
中等,9.2,0.79,0.21,Q1,Q4,Q2
中等,9.8,0.61,0.26,Q2,Q3,Q2
中等,10.1,0.69,0.32,Q2,Q4,Q3
差酒,11.1,0.68,0.09,Q3,Q4,Q1
中等,10.1,0.69,0.32,Q2,Q4,Q3
中等,9.2,0.62,0.1,Q1,Q3,Q2
中等,9.8,0.61,0.26,Q2,Q3,Q2
中等,12.8,0.51,0.15,Q4,Q2,Q2
中等,10.5,1.18,0.21,Q3,Q4,Q2
中等,10.1,0.36,0.21,Q2,Q1,Q2
中等,10.1,0.36,0.21,Q2,Q1,Q2
中等,9.8,0.63,0.27,Q2,Q3,Q3
中等,12.5,0.74,0.0,Q4,Q4,Q1
中等,11.9,0.44,0.46,Q4,Q2,Q4
中等,9.8,0.63,0.27,Q2,Q3,Q3
中等,9.1,0.76,0.68,Q1,Q4,Q4
中等,10.1,0.66,0.34,Q2,Q4,Q3
中等,12.5,0.74,0.0,Q4,Q4,Q1
中等,11.4,0.34,0.42,Q4,Q1,Q3
好酒,11.0,0.36,0.39,Q3,Q1,Q3
中等,10.6,0.46,0.24,Q3,Q2,Q2
中等,10.6,0.46,0.24,Q3,Q2,Q2
中等,10.6,0.46,0.24,Q3,Q2,Q2
中等,10.6,0.46,0.24,Q3,Q2,Q2
中等,9.3,0.52,0.11,Q1,Q2,Q2
中等,9.8,0.6,0.26,Q2,Q3,Q2
中等,9.8,0.6,0.26,Q2,Q3,Q2
中等,9.2,0.87,0.26,Q1,Q4,Q2
中等,9.7,0.39,0.1,Q2,Q1,Q2
中等,9.6,0.775,0.22,Q2,Q4,Q2
中等,10.0,0.835,0.0,Q2,Q4,Q1
中等,12.6,0.58,0.02,Q4,Q3,Q1
中等,9.5,0.5,0.0,Q1,Q2,Q1
中等,9.5,0.5,0.0,Q1,Q2,Q1
中等,9.5,0.5,0.0,Q1,Q2,Q1
中等,10.5,0.51,0.02,Q3,Q2,Q1
中等,10.5,0.51,0.02,Q3,Q2,Q1
中等,10.5,0.51,0.02,Q3,Q2,Q1
中等,10.4,0.54,0.02,Q3,Q3,Q1
中等,10.5,0.51,0.02,Q3,Q2,Q1
中等,11.0,0.42,0.48,Q3,Q2,Q4
中等,10.2,0.44,0.24,Q2,Q2,Q2
中等,11.4,0.59,0.01,Q4,Q3,Q1
中等,9.5,0.655,0.03,Q1,Q4,Q1
中等,9.5,0.655,0.03,Q1,Q4,Q1
中等,10.8,0.57,0.0,Q3,Q3,Q1
中等,10.0,0.6,0.29,Q2,Q3,Q3
中等,11.8,0.62,0.01,Q4,Q3,Q1
中等,10.3,0.645,0.03,Q3,Q4,Q1
中等,10.3,0.645,0.03,Q3,Q4,Q1
中等,10.0,0.58,0.03,Q2,Q3,Q1
中等,10.1,0.32,0.25,Q2,Q1,Q2
中等,10.1,0.34,0.25,Q2,Q1,Q2
中等,11.1,0.43,0.24,Q3,Q2,Q2
中等,9.5,0.64,0.17,Q1,Q3,Q2
中等,10.0333333333333,0.475,0.4,Q2,Q2,Q3
中等,10.9,0.54,0.31,Q3,Q3,Q3
中等,10.1,0.85,0.14,Q2,Q4,Q2
中等,10.0333333333333,0.475,0.4,Q2,Q2,Q3
差酒,9.8,0.83,0.27,Q2,Q4,Q3
中等,11.8,0.605,0.02,Q4,Q3,Q1
中等,9.5,0.5,0.09,Q1,Q2,Q1
中等,9.8,0.74,0.08,Q2,Q4,Q1
中等,10.5,0.54,0.3,Q3,Q3,Q3
中等,9.8,0.77,0.32,Q2,Q4,Q3
差酒,10.4,0.61,0.0,Q3,Q3,Q1
中等,9.2,0.78,0.51,Q1,Q4,Q4
中等,11.6,0.58,0.56,Q4,Q3,Q4
中等,9.2,0.78,0.51,Q1,Q4,Q4
中等,9.3,0.75,0.27,Q1,Q4,Q3
差酒,9.8,0.815,0.0,Q2,Q4,Q1
中等,9.9,0.56,0.26,Q2,Q3,Q2
中等,10.0,0.885,0.2,Q2,Q4,Q2
中等,12.2,0.49,0.26,Q4,Q2,Q2
中等,9.9,0.45,0.15,Q2,Q2,Q2
中等,10.8,0.57,0.02,Q3,Q3,Q1
中等,10.8,0.57,0.02,Q3,Q3,Q1
中等,9.6,0.83,0.09,Q2,Q4,Q1
中等,9.9,0.6,0.22,Q2,Q3,Q2
中等,9.9,0.6,0.22,Q2,Q3,Q2
中等,9.5,0.755,0.15,Q1,Q4,Q2
中等,9.2,0.81,0.25,Q1,Q4,Q2
中等,9.6,0.64,0.07,Q2,Q3,Q1
中等,9.6,0.64,0.07,Q2,Q3,Q1
中等,10.3,0.64,0.31,Q3,Q3,Q3
中等,9.7,0.48,0.02,Q2,Q2,Q1
中等,12.5,0.49,0.0,Q4,Q2,Q1
中等,11.0,0.64,0.22,Q3,Q3,Q2
中等,9.8,0.62,0.06,Q2,Q3,Q1
中等,10.2,0.52,0.25,Q2,Q2,Q2
中等,9.2,0.57,0.14,Q1,Q3,Q2
中等,9.55,0.685,0.1,Q2,Q4,Q2
中等,9.55,0.675,0.1,Q2,Q4,Q2
中等,9.9,0.59,0.26,Q2,Q3,Q2
好酒,10.2,0.6,0.12,Q2,Q3,Q2
中等,11.1,0.67,0.0,Q3,Q4,Q1
中等,9.9,0.69,0.21,Q2,Q4,Q2
中等,9.9,0.69,0.21,Q2,Q4,Q2
中等,11.9,0.3,0.42,Q4,Q1,Q3
好酒,10.0,0.33,0.33,Q2,Q1,Q3
中等,10.7,0.5,0.39,Q3,Q2,Q3
好酒,11.3,0.28,0.3,Q4,Q1,Q3
中等,10.9,0.24,0.34,Q3,Q1,Q3
中等,10.7,0.51,0.0,Q3,Q2,Q1
好酒,12.4,0.29,0.36,Q4,Q1,Q3
中等,10.7,0.51,0.0,Q3,Q2,Q1
中等,11.9,0.96,0.0,Q4,Q4,Q1
中等,10.6,0.47,0.4,Q3,Q2,Q3
中等,10.9,0.24,0.34,Q3,Q1,Q3
中等,10.1,0.57,0.25,Q2,Q3,Q2
中等,9.6,0.32,0.59,Q2,Q1,Q4
中等,9.4,0.58,0.0,Q1,Q3,Q1
中等,9.6,0.32,0.59,Q2,Q1,Q4
好酒,12.1,0.34,0.33,Q4,Q1,Q3
中等,9.8,0.53,0.01,Q2,Q3,Q1
中等,9.9,0.64,0.21,Q2,Q3,Q2
中等,9.8,0.53,0.01,Q2,Q3,Q1
中等,9.4,0.4,0.18,Q1,Q2,Q2
中等,11.4,0.54,0.0,Q4,Q3,Q1
差酒,11.0,0.53,0.09,Q3,Q3,Q1
中等,9.6,0.26,0.37,Q2,Q1,Q3
中等,9.6,0.26,0.37,Q2,Q1,Q3
中等,12.1,0.23,0.37,Q4,Q1,Q3
中等,11.2,0.41,0.33,Q4,Q2,Q3
中等,11.0,0.64,0.0,Q3,Q3,Q1
中等,11.3,0.18,0.4,Q4,Q1,Q3
中等,10.4,0.41,0.24,Q3,Q2,Q2
中等,9.9,0.43,0.31,Q2,Q2,Q3
中等,11.7,0.44,0.0,Q4,Q2,Q1
好酒,10.1,0.4,0.16,Q2,Q2,Q2
中等,9.0,0.54,0.37,Q1,Q3,Q3
中等,9.0,0.54,0.37,Q1,Q3,Q3
中等,8.5,0.38,0.38,Q1,Q1,Q3
中等,11.1,0.915,0.29,Q3,Q4,Q3
中等,10.3,0.59,0.0,Q3,Q3,Q1
中等,11.0666666666667,0.67,0.02,Q3,Q4,Q1
好酒,11.3,0.37,0.32,Q4,Q1,Q3
中等,9.56666666666667,0.785,0.19,Q2,Q4,Q2
中等,9.8,0.63,0.02,Q2,Q3,Q1
中等,11.7,0.58,0.2,Q4,Q3,Q2
中等,11.1,0.67,0.02,Q3,Q4,Q1
中等,9.6,0.785,0.19,Q2,Q4,Q2
中等,9.8,0.63,0.02,Q2,Q3,Q1
中等,9.7,0.67,0.0,Q2,Q4,Q1
中等,9.7,0.58,0.01,Q2,Q3,Q1
好酒,11.3,0.38,0.31,Q4,Q1,Q3
好酒,11.3,0.37,0.32,Q4,Q1,Q3
好酒,11.0,0.32,0.44,Q3,Q1,Q4
好酒,11.6,0.58,0.02,Q4,Q3,Q1
中等,9.0,0.49,0.33,Q1,Q2,Q3
中等,10.9,0.45,0.63,Q3,Q2,Q4
中等,10.9,0.9,0.0,Q3,Q4,Q1
中等,10.55,0.54,0.06,Q3,Q3,Q1
中等,9.0,0.49,0.33,Q1,Q2,Q3
中等,10.5,0.29,0.4,Q3,Q1,Q3
好酒,11.9,0.2,0.35,Q4,Q1,Q3
中等,10.4,0.42,0.09,Q3,Q2,Q1
差酒,10.0,0.785,0.0,Q2,Q4,Q1
中等,10.4,0.64,0.03,Q3,Q3,Q1
中等,10.8,0.63,0.01,Q3,Q3,Q1
中等,9.7,0.59,0.1,Q2,Q3,Q2
中等,9.7,0.59,0.1,Q2,Q3,Q2
好酒,10.0,0.48,0.32,Q2,Q2,Q3
差酒,11.0,1.04,0.08,Q3,Q4,Q1
好酒,10.0,0.48,0.32,Q2,Q2,Q3
差酒,9.7,0.98,0.05,Q2,Q4,Q1
中等,9.7,0.69,0.11,Q2,Q4,Q2
中等,12.6,0.7,0.08,Q4,Q4,Q1
中等,11.1,0.35,0.6,Q3,Q1,Q4
中等,11.0,0.6,0.08,Q3,Q3,Q1
中等,8.8,0.5,0.5,Q1,Q2,Q4
好酒,13.5666666666667,0.47,0.11,Q4,Q2,Q2
中等,8.8,0.5,0.5,Q1,Q2,Q4
好酒,13.6,0.47,0.11,Q4,Q2,Q2
差酒,10.2,0.875,0.05,Q2,Q4,Q1
中等,10.6,0.28,0.6,Q3,Q1,Q4
差酒,10.1,0.62,0.03,Q2,Q3,Q1
中等,10.6,0.28,0.6,Q3,Q1,Q4
差酒,10.3,0.58,0.54,Q3,Q3,Q4
中等,10.7,0.33,0.44,Q3,Q1,Q4
差酒,10.9,0.91,0.06,Q3,Q4,Q1
中等,9.7,0.655,0.16,Q2,Q4,Q2
中等,10.3,0.68,0.21,Q3,Q4,Q2
中等,10.6,0.64,0.05,Q3,Q3,Q1
中等,11.4,0.54,0.04,Q4,Q3,Q1
中等,10.8,0.57,0.1,Q3,Q3,Q2
中等,12.4,0.22,0.49,Q4,Q1,Q4
中等,11.4,0.54,0.04,Q4,Q3,Q1
中等,11.95,0.65,0.06,Q4,Q4,Q1
中等,9.7,0.54,0.26,Q2,Q3,Q2
好酒,10.0,0.31,0.09,Q2,Q1,Q1
中等,10.6,0.43,0.02,Q3,Q2,Q1
中等,9.7,0.54,0.26,Q2,Q3,Q2
中等,11.5,0.74,0.03,Q4,Q4,Q1
中等,10.8,0.895,0.04,Q3,Q4,Q1
中等,11.5,0.74,0.03,Q4,Q4,Q1
中等,9.6,0.725,0.04,Q2,Q4,Q1
中等,9.4,0.82,0.29,Q1,Q4,Q3
中等,9.8,0.585,0.18,Q2,Q3,Q2
中等,11.0,0.44,0.39,Q3,Q2,Q3
中等,11.4,0.38,0.57,Q4,Q1,Q4
差酒,9.95,0.76,0.02,Q2,Q4,Q1
中等,10.8,0.81,0.05,Q3,Q4,Q1
中等,11.4,0.38,0.57,Q4,Q1,Q4
中等,10.6,0.27,0.6,Q3,Q1,Q4
中等,11.1,0.18,0.4,Q3,Q1,Q3
中等,9.7,0.36,0.21,Q2,Q1,Q2
中等,9.8,0.69,0.04,Q2,Q4,Q1
中等,10.4,0.79,0.04,Q3,Q4,Q1
中等,10.5,0.56,0.15,Q3,Q3,Q2
中等,9.23333333333333,0.84,0.21,Q1,Q4,Q2
中等,9.25,0.84,0.21,Q1,Q4,Q2
中等,10.6,0.32,0.25,Q3,Q1,Q2
中等,10.3,0.53,0.06,Q3,Q3,Q1
中等,10.5,0.47,0.46,Q3,Q2,Q4
中等,10.2,0.7,0.08,Q2,Q4,Q1
中等,10.3,0.53,0.06,Q3,Q3,Q1
差酒,9.05,0.48,0.2,Q1,Q2,Q2
中等,10.6,0.32,0.25,Q3,Q1,Q2
中等,10.4,0.48,0.25,Q3,Q2,Q2
中等,10.0,0.42,0.19,Q2,Q2,Q2
中等,9.7,0.48,0.08,Q2,Q2,Q1
中等,9.6,0.47,0.08,Q2,Q2,Q1
中等,10.8,0.53,0.07,Q3,Q3,Q1
中等,10.1,0.29,0.49,Q2,Q1,Q4
中等,10.2,0.69,0.08,Q2,Q4,Q1
中等,11.3,0.44,0.09,Q4,Q2,Q1
中等,10.2,0.705,0.1,Q2,Q4,Q2
中等,9.9,0.53,0.13,Q2,Q3,Q2
中等,9.0,0.39,0.3,Q1,Q1,Q3
好酒,11.7,0.56,0.14,Q4,Q3,Q2
中等,9.7,0.55,0.13,Q2,Q3,Q2
